date,headline,url
2018-08-10,MARKET LATEST: NZUs $23.10,https://www.carbonnews.co.nz/story.asp?storyID=14970
2018-08-13,MARKET LATEST: NZUs $23.10,https://www.carbonnews.co.nz/story.asp?storyID=14978
2018-08-14,MARKET LATEST: NZUs $23.10,https://www.carbonnews.co.nz/story.asp?storyID=14986
2018-08-15,MARKET LATEST: NZUs $23.85,https://www.carbonnews.co.nz/story.asp?storyID=14996
2018-08-16,MARKET REPORT: NZUs $24.20,https://www.carbonnews.co.nz/story.asp?storyID=15004
2018-08-17,MARKET LATEST: NZUs $24.17,https://www.carbonnews.co.nz/story.asp?storyID=15012
2018-08-20,MARKET LATEST: NZUs $24.40,https://www.carbonnews.co.nz/story.asp?storyID=15020
2018-08-21,MARKET LATEST: NZUs $24.30,https://www.carbonnews.co.nz/story.asp?storyID=15028
2018-08-22,MARKET LATEST: NZUs $24.55,https://www.carbonnews.co.nz/story.asp?storyID=15036
2018-08-23,MARKET LATEST: NZUs $24.65,https://www.carbonnews.co.nz/story.asp?storyID=15043
2018-08-24,MARKET LATEST: NZUs $24.65,https://www.carbonnews.co.nz/story.asp?storyID=15051
2018-08-27,MARKET LATEST: NZUs $24.65,https://www.carbonnews.co.nz/story.asp?storyID=15060
2018-08-28,MARKET LATEST: NZUs $24.65,https://www.carbonnews.co.nz/story.asp?storyID=15068
2018-08-29,MARKET LATEST: NZUs $24.80,https://www.carbonnews.co.nz/story.asp?storyID=15076
2018-08-30,MARKET LATEST: NZUs $24.80,https://www.carbonnews.co.nz/story.asp?storyID=15084
2018-08-31,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15092
2018-09-03,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15100
2018-09-04,MARKET LATEST: NZUs $25.02,https://www.carbonnews.co.nz/story.asp?storyID=15108
2018-09-05,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15117
2018-09-06,MARKET LATEST: NZUs $25.10,https://www.carbonnews.co.nz/story.asp?storyID=15124
2018-09-07,MARKET LATEST: NZUs $25.10,https://www.carbonnews.co.nz/story.asp?storyID=15132
2018-09-10,MARKET LATEST: NZUs $25.12,https://www.carbonnews.co.nz/story.asp?storyID=15140
2018-09-11,MARKET LATEST: NZUs $25.15,https://www.carbonnews.co.nz/story.asp?storyID=15148
2018-09-12,MARKET LATEST: NZUs $25.10,https://www.carbonnews.co.nz/story.asp?storyID=15157
2018-09-13,MARKET LATEST: NZUs $25.06,https://www.carbonnews.co.nz/story.asp?storyID=15166
2018-09-14,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15174
2018-09-17,MARKET LATEST: NZUs $24.95,https://www.carbonnews.co.nz/story.asp?storyID=15182
2018-09-18,MARKET LATEST: NZUs $25.06,https://www.carbonnews.co.nz/story.asp?storyID=15190
2018-09-19,MARKET LATEST: NZUs $25.00,https://www.carbonnews.co.nz/story.asp?storyID=15198
2018-09-20,MARKET LATEST: NZUs $25.06,https://www.carbonnews.co.nz/story.asp?storyID=15206
2018-09-24,MARKET LATEST: NZUs $25.06,https://www.carbonnews.co.nz/story.asp?storyID=15223
2018-09-25,MARKET LATEST: NZUs $25.06,https://www.carbonnews.co.nz/story.asp?storyID=15231
2018-09-26,MARKET LATEST: NZUs $25.03,https://www.carbonnews.co.nz/story.asp?storyID=15239
2018-09-27,MARKET LATEST: NZUs $25.03,https://www.carbonnews.co.nz/story.asp?storyID=15247
2018-09-28,MARKET LATEST: NZUs $25.03,https://www.carbonnews.co.nz/story.asp?storyID=15256
2018-10-01,MARKET LATEST: NZUs $25.00,https://www.carbonnews.co.nz/story.asp?storyID=15263
2018-10-02,MARKET LATEST: NZUs $25.03,https://www.carbonnews.co.nz/story.asp?storyID=15271
2018-10-03,MARKET LATEST: NZUs $25.00,https://www.carbonnews.co.nz/story.asp?storyID=15280
2018-10-04,MARKET LATEST: NZUs $25.00,https://www.carbonnews.co.nz/story.asp?storyID=15287
2018-10-05,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15295
2018-10-08,MARKET LATEST: NZUS $25.12,https://www.carbonnews.co.nz/story.asp?storyID=15303
2018-10-09,MARKET LATEST: NZUs $25.25,https://www.carbonnews.co.nz/story.asp?storyID=15312
2018-10-10,MARKET LATEST: NZUs $25.25,https://www.carbonnews.co.nz/story.asp?storyID=15322
2018-10-11,MARKET LATEST: NZUs $25.27,https://www.carbonnews.co.nz/story.asp?storyID=15334
2018-10-12,MARKET LATEST: NZUs $25.27,https://www.carbonnews.co.nz/story.asp?storyID=15338
2018-10-15,MARKET LATEST: NZUs $25.11,https://www.carbonnews.co.nz/story.asp?storyID=15346
2018-10-16,MARKET LATEST: NZUs $25.02,https://www.carbonnews.co.nz/story.asp?storyID=15354
2018-10-17,MARKET LATEST: NZUs $25.10,https://www.carbonnews.co.nz/story.asp?storyID=15362
2018-10-18,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15369
2018-10-19,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15377
2018-10-23,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15386
2018-10-24,MARKET LATEST: NZUs $25.10,https://www.carbonnews.co.nz/story.asp?storyID=15394
2018-10-25,MARKET LATEST: NZUs $25.10,https://www.carbonnews.co.nz/story.asp?storyID=15403
2018-10-26,MARKET LATEST: NZUs $25.10,https://www.carbonnews.co.nz/story.asp?storyID=15410
2018-10-29,MARKET LATEST: NZUs $25.10,https://www.carbonnews.co.nz/story.asp?storyID=15417
2018-10-30,MARKET LATEST: NZUs $25.12,https://www.carbonnews.co.nz/story.asp?storyID=15424
2018-10-31,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15432
2018-11-01,MARKET LATEST: NZUs $25.00,https://www.carbonnews.co.nz/story.asp?storyID=15440
2018-11-02,MARKET LATEST: NZUs $25.02,https://www.carbonnews.co.nz/story.asp?storyID=15447
2018-11-05,MARKET LATEST: NZUs $25.03,https://www.carbonnews.co.nz/story.asp?storyID=15456
2018-11-06,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15463
2018-11-07,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15471
2018-11-08,MARKET LATEST: NZUs $25.10,https://www.carbonnews.co.nz/story.asp?storyID=15479
2018-11-09,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15486
2018-11-12,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15495
2018-11-13,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15502
2018-11-14,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15510
2018-11-15,MARKET LATEST: NZUs $24.97,https://www.carbonnews.co.nz/story.asp?storyID=15518
2018-11-16,MARKET LATEST: NZUs $24.90,https://www.carbonnews.co.nz/story.asp?storyID=15526
2018-11-19,MARKET LATEST: NZUs $24.85,https://www.carbonnews.co.nz/story.asp?storyID=15534
2018-11-20,MARKET LATEST: NZUs $24.85,https://www.carbonnews.co.nz/story.asp?storyID=15542
2018-11-21,MARKET LATEST: NZUs $24.80,https://www.carbonnews.co.nz/story.asp?storyID=15551
2018-11-22,MARKET LATEST: NZUs $24.80,https://www.carbonnews.co.nz/story.asp?storyID=15559
2018-11-23,MARKET LATEST: NZUs $24.85,https://www.carbonnews.co.nz/story.asp?storyID=15566
2018-11-26,MARKET LATEST: NZUs $24.80,https://www.carbonnews.co.nz/story.asp?storyID=15574
2018-11-27,MARKET LATEST: NZUs $24.80,https://www.carbonnews.co.nz/story.asp?storyID=15582
2018-11-28,MARKET LATEST: NZUs $24.95,https://www.carbonnews.co.nz/story.asp?storyID=15590
2018-11-29,MARKET LATEST: NZUs $24.90,https://www.carbonnews.co.nz/story.asp?storyID=15598
2018-11-30,MARKET LATEST: NZUs $25.00,https://www.carbonnews.co.nz/story.asp?storyID=15606
2018-12-03,MARKET LATEST: NZUs $25.00,https://www.carbonnews.co.nz/story.asp?storyID=15613
2018-12-04,MARKET LATEST: NZUs $25.00,https://www.carbonnews.co.nz/story.asp?storyID=15623
2018-12-05,MARKET LATEST: NZUs $25.02,https://www.carbonnews.co.nz/story.asp?storyID=15634
2018-12-06,MARKET LATEST: NZUs $25.01,https://www.carbonnews.co.nz/story.asp?storyID=15639
2018-12-07,MARKET LATEST: NZUs $25.10,https://www.carbonnews.co.nz/story.asp?storyID=15646
2018-12-10,MARKET LATEST: NZUs $25.15,https://www.carbonnews.co.nz/story.asp?storyID=15654
2018-12-11,MARKET LATEST: NZUs $25.10,https://www.carbonnews.co.nz/story.asp?storyID=15663
2018-12-12,MARKET LATEST: NZUs $25.45,https://www.carbonnews.co.nz/story.asp?storyID=15670
2018-12-13,MARKET LATEST: NZUs $25.85,https://www.carbonnews.co.nz/story.asp?storyID=15680
2018-12-14,MARKET LATEST: NZUs $24.85,https://www.carbonnews.co.nz/story.asp?storyID=15688
2018-12-17,MARKET LATEST: NZUs $24.80,https://www.carbonnews.co.nz/story.asp?storyID=15696
2018-12-18,MARKET LATEST: NZUs $24.90,https://www.carbonnews.co.nz/story.asp?storyID=15704
2018-12-19,MARKET LATEST: NZUs $24.82,https://www.carbonnews.co.nz/story.asp?storyID=15713
2018-12-20,MARKET LATEST: NZUs $24.85,https://www.carbonnews.co.nz/story.asp?storyID=15719
2018-12-21,MARKET LATEST: NZUs $25.00,https://www.carbonnews.co.nz/story.asp?storyID=15726
2019-01-22,MARKET LATEST: NZUs $25.00,https://www.carbonnews.co.nz/story.asp?storyID=15734
2019-01-23,MARKET LATEST: NZUs $25.02,https://www.carbonnews.co.nz/story.asp?storyID=15742
2019-01-24,MARKET LATEST: NZUs $25.10,https://www.carbonnews.co.nz/story.asp?storyID=15750
2019-01-25,MARKET LATEST: NZUs $25.10,https://www.carbonnews.co.nz/story.asp?storyID=15758
2019-01-29,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15766
2019-01-30,MARKET REPORT: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15774
2019-01-31,MARKET LATEST: NZUs $25.10,https://www.carbonnews.co.nz/story.asp?storyID=15783
2019-02-01,MARKET LATEST: NZUs $25.00,https://www.carbonnews.co.nz/story.asp?storyID=15791
2019-02-04,MARKET LATEST: NZUs $25.00,https://www.carbonnews.co.nz/story.asp?storyID=15798
2019-02-05,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15806
2019-02-07,MARKET LATEST: NZUs $24.95,https://www.carbonnews.co.nz/story.asp?storyID=15814
2019-02-08,MARKET LATEST: NZUs $25.00,https://www.carbonnews.co.nz/story.asp?storyID=15822
2019-02-11,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15831
2019-02-12,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=15840
2019-02-13,MARKET LATEST: NZUs $25.30,https://www.carbonnews.co.nz/story.asp?storyID=15848
2019-02-14,MARKET LATEST: NZUs $25.30,https://www.carbonnews.co.nz/story.asp?storyID=15856
2019-02-15,MARKET LATEST: NZUs $25.30,https://www.carbonnews.co.nz/story.asp?storyID=15865
2019-02-18,MARKET LATEST: NZUs $25.22,https://www.carbonnews.co.nz/story.asp?storyID=15872
2019-02-19,MARKET LATEST: NZUs $25.30,https://www.carbonnews.co.nz/story.asp?storyID=15881
2019-02-20,MARKET LATEST: NZUs $25.30,https://www.carbonnews.co.nz/story.asp?storyID=15888
2019-02-21,MARKET LATEST: NZUs $25.15,https://www.carbonnews.co.nz/story.asp?storyID=15896
2019-02-22,MARKET LATEST: NZUs $25.15,https://www.carbonnews.co.nz/story.asp?storyID=15907
2019-02-25,MARKET LATEST: NZUs $25.10,https://www.carbonnews.co.nz/story.asp?storyID=15912
2019-02-26,MARKET LATEST: NZUs $25.15,https://www.carbonnews.co.nz/story.asp?storyID=15920
2019-02-27,MARKET LATEST: NZUs $25.00,https://www.carbonnews.co.nz/story.asp?storyID=15929
2019-02-28,MARKET LATEST: NZUs $25.15,https://www.carbonnews.co.nz/story.asp?storyID=15936
2019-03-01,MARKET LATEST: NZUs $25.20,https://www.carbonnews.co.nz/story.asp?storyID=15944
2019-03-04,MARKET LATEST: NZUs $25.25,https://www.carbonnews.co.nz/story.asp?storyID=15952
2019-03-05,MARKET LATEST: NZUs $25.20,https://www.carbonnews.co.nz/story.asp?storyID=15960
2019-03-06,MARKET LATEST: NZUs $25.12,https://www.carbonnews.co.nz/story.asp?storyID=15968
2019-03-07,MARKET LATEST: NZUs $25.15,https://www.carbonnews.co.nz/story.asp?storyID=15976
2019-03-08,MARKET LATEST: NZUs $25.20,https://www.carbonnews.co.nz/story.asp?storyID=15984
2019-03-11,MARKET LATEST: NZUs $25.25,https://www.carbonnews.co.nz/story.asp?storyID=15992
2019-03-12,MARKET LATEST: NZUs $25.15,https://www.carbonnews.co.nz/story.asp?storyID=16000
2019-03-13,MARKET LATEST: NZUs $25.30,https://www.carbonnews.co.nz/story.asp?storyID=16009
2019-03-14,MARKET LATEST: NZUs $25.40,https://www.carbonnews.co.nz/story.asp?storyID=16017
2019-03-15,MARKET LATEST: NZUs $25.45,https://www.carbonnews.co.nz/story.asp?storyID=16026
2019-03-18,MARKET LATEST: NZUs $25.55,https://www.carbonnews.co.nz/story.asp?storyID=16036
2019-03-19,MARKET LATEST: NZUs $25.55,https://www.carbonnews.co.nz/story.asp?storyID=16044
2019-03-20,MARKET LATEST: NZUs $25.65,https://www.carbonnews.co.nz/story.asp?storyID=16052
2019-03-21,MARKET LATEST: NZUs $25.57,https://www.carbonnews.co.nz/story.asp?storyID=16060
2019-03-22,MARKET LATEST: NZUs $25.55,https://www.carbonnews.co.nz/story.asp?storyID=16068
2019-03-25,MARKET LATEST: NZUs $25.55,https://www.carbonnews.co.nz/story.asp?storyID=16076
2019-03-26,MARKET LATEST: NZUs $25.55,https://www.carbonnews.co.nz/story.asp?storyID=16084
2019-03-27,MARKET LATEST: NZUs $25.60,https://www.carbonnews.co.nz/story.asp?storyID=16093
2019-03-28,MARKET LATEST: NZUs $25.60,https://www.carbonnews.co.nz/story.asp?storyID=16102
2019-03-29,MARKET LATEST: NZUs $25.67,https://www.carbonnews.co.nz/story.asp?storyID=16109
2019-04-01,MARKET LATEST: NZUs $25.70,https://www.carbonnews.co.nz/story.asp?storyID=16117
2019-04-02,MARKET LATEST: NZUs $25.75,https://www.carbonnews.co.nz/story.asp?storyID=16125
2019-04-03,MARKET LATEST: NZUs $25.70,https://www.carbonnews.co.nz/story.asp?storyID=16133
2019-04-04,MARKET LATEST: NZUs $25.65,https://www.carbonnews.co.nz/story.asp?storyID=16142
2019-04-05,MARKET LATEST: NZUs $25.62,https://www.carbonnews.co.nz/story.asp?storyID=16149
2019-04-08,MARKET LATEST: NZUs $25.63,https://www.carbonnews.co.nz/story.asp?storyID=16157
2019-04-09,MARKET LATEST: NZUs $25.65,https://www.carbonnews.co.nz/story.asp?storyID=16165
2019-04-10,MARKET LATEST: NZUs $25.65,https://www.carbonnews.co.nz/story.asp?storyID=16173
2019-04-11,MARKET LATEST: NZUs $25.62,https://www.carbonnews.co.nz/story.asp?storyID=16181
2019-04-12,MARKET LATEST: NZUs $25.62,https://www.carbonnews.co.nz/story.asp?storyID=16189
2019-04-15,MARKET LATEST: NZUs $25.62,https://www.carbonnews.co.nz/story.asp?storyID=16197
2019-04-16,MARKET LATEST: NZUs $25.60,https://www.carbonnews.co.nz/story.asp?storyID=16205
2019-04-17,MARKET LATEST: NZUs $25.65,https://www.carbonnews.co.nz/story.asp?storyID=16213
2019-04-18,MARKET LATEST: NZUs $25.65,https://www.carbonnews.co.nz/story.asp?storyID=16221
2019-04-23,MARKET LATEST: NZUs $25.65,https://www.carbonnews.co.nz/story.asp?storyID=16229
2019-04-24,MARKET LATEST: NZUs $25.62,https://www.carbonnews.co.nz/story.asp?storyID=16237
2019-04-26,MARKET LATEST: NZUs $25.65,https://www.carbonnews.co.nz/story.asp?storyID=16245
2019-04-29,MARKET LATEST: NZUs $25.65,https://www.carbonnews.co.nz/story.asp?storyID=16254
2019-04-30,MARKET LATEST: NZUs $25.65,https://www.carbonnews.co.nz/story.asp?storyID=16263
2019-05-01,MARKET LATEST: NZUs $25.60,https://www.carbonnews.co.nz/story.asp?storyID=16270
2019-05-02,MARKET LATEST: NZUs $25.55,https://www.carbonnews.co.nz/story.asp?storyID=16279
2019-05-03,MARKET LATEST: NZUs $25.50,https://www.carbonnews.co.nz/story.asp?storyID=16286
2019-05-06,MARKET LATEST: NZUs $25.35,https://www.carbonnews.co.nz/story.asp?storyID=16293
2019-05-07,MARKET LATEST: NZUs $25.45,https://www.carbonnews.co.nz/story.asp?storyID=16301
2019-05-08,MARKET LATEST: NZUs $25.50,https://www.carbonnews.co.nz/story.asp?storyID=16309
2019-05-09,MARKET LATEST: NZUs $25.65,https://www.carbonnews.co.nz/story.asp?storyID=16317
2019-05-10,MARKET LATEST: NZUs $25.55,https://www.carbonnews.co.nz/story.asp?storyID=16324
2019-05-13,MARKET LATEST: NZUs $25.55,https://www.carbonnews.co.nz/story.asp?storyID=16332
2019-05-14,MARKET LATEST: NZUs $25.45,https://www.carbonnews.co.nz/story.asp?storyID=16339
2019-05-15,MARKET LATEST: NZUs $25.45,https://www.carbonnews.co.nz/story.asp?storyID=16348
2019-05-16,MARKET LATEST: NZUs $25.45,https://www.carbonnews.co.nz/story.asp?storyID=16356
2019-05-17,MARKET LATEST: NZUs $25.45,https://www.carbonnews.co.nz/story.asp?storyID=16364
2019-05-20,MARKET LATEST: NZUs $25.37,https://www.carbonnews.co.nz/story.asp?storyID=16374
2019-05-21,MARKET LATEST: NZUs $25.10,https://www.carbonnews.co.nz/story.asp?storyID=16382
2019-05-22,MARKET LATEST: NZUs $25.15,https://www.carbonnews.co.nz/story.asp?storyID=16390
2019-05-23,MARKET LATEST: NZUs $25.15,https://www.carbonnews.co.nz/story.asp?storyID=16400
2019-05-24,MARKET LATEST: NZUs $25.10,https://www.carbonnews.co.nz/story.asp?storyID=16408
2019-05-27,MARKET LATEST: NZUs $25.07,https://www.carbonnews.co.nz/story.asp?storyID=16417
2019-05-28,MARKET LATEST: NZUs $25.07,https://www.carbonnews.co.nz/story.asp?storyID=16425
2019-05-29,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=16434
2019-05-30,MARKET LATEST: NZUs $25.02,https://www.carbonnews.co.nz/story.asp?storyID=16441
2019-05-31,MARKET LATEST: NZUs $24.85,https://www.carbonnews.co.nz/story.asp?storyID=16450
2019-06-04,MARKET LATEST: NZUs $24.50,https://www.carbonnews.co.nz/story.asp?storyID=16460
2019-06-05,MARKET LATEST: NZUs $24.50,https://www.carbonnews.co.nz/story.asp?storyID=16468
2019-06-06,MARKET LATEST: NZUs $24.55,https://www.carbonnews.co.nz/story.asp?storyID=16476
2019-06-07,MARKET LATEST: NZUs $24.20,https://www.carbonnews.co.nz/story.asp?storyID=16483
2019-06-10,MARKET LATEST: NZUs $24.30,https://www.carbonnews.co.nz/story.asp?storyID=16491
2019-06-11,MARKET LATEST: NZUs $24.30,https://www.carbonnews.co.nz/story.asp?storyID=16499
2019-06-12,MARKET LATEST: NZUs $24.15,https://www.carbonnews.co.nz/story.asp?storyID=16507
2019-06-13,MARKET LATEST: NZUs $23.70,https://www.carbonnews.co.nz/story.asp?storyID=16516
2019-06-14,MARKET LATEST: NZUs $22.90,https://www.carbonnews.co.nz/story.asp?storyID=16525
2019-06-17,MARKET LATEST: NZUs $23.15,https://www.carbonnews.co.nz/story.asp?storyID=16534
2019-06-18,MARKET LATEST: NZUs $23.25,https://www.carbonnews.co.nz/story.asp?storyID=16543
2019-06-19,MARKET LATEST: NZUs $23.20,https://www.carbonnews.co.nz/story.asp?storyID=16551
2019-06-20,MARKET LATEST: NZUs $23.50,https://www.carbonnews.co.nz/story.asp?storyID=16559
2019-06-21,MARKET LATEST: NZUs $23.62,https://www.carbonnews.co.nz/story.asp?storyID=16567
2019-06-24,MARKET LATEST: NZUs $23.65,https://www.carbonnews.co.nz/story.asp?storyID=16575
2019-06-25,MARKET LATEST: NZUs $22.50,https://www.carbonnews.co.nz/story.asp?storyID=16583
2019-06-26,MARKET LATEST: NZUs $23.00,https://www.carbonnews.co.nz/story.asp?storyID=16591
2019-06-27,MARKET LATEST: NZUs $22.90,https://www.carbonnews.co.nz/story.asp?storyID=16598
2019-06-28,MARKET LATEST: NZUs $23.10,https://www.carbonnews.co.nz/story.asp?storyID=16606
2019-07-01,MARKET LATEST: NZUs $23.15,https://www.carbonnews.co.nz/story.asp?storyID=16616
2019-07-02,MARKET LATEST: NZUs $23.07,https://www.carbonnews.co.nz/story.asp?storyID=16623
2019-07-03,MARKET LATEST: NZUs $23.07,https://www.carbonnews.co.nz/story.asp?storyID=16631
2019-07-04,MARKET LATEST: NZUs $23.10,https://www.carbonnews.co.nz/story.asp?storyID=16639
2019-07-05,MARKET LATEST: NZUs $23.05,https://www.carbonnews.co.nz/story.asp?storyID=16647
2019-07-08,MARKET LATEST: NZUs $22.95,https://www.carbonnews.co.nz/story.asp?storyID=16654
2019-07-09,MARKET LATEST: NZUs $22.87,https://www.carbonnews.co.nz/story.asp?storyID=16663
2019-07-10,MARKET LATEST: NZUs $23.00,https://www.carbonnews.co.nz/story.asp?storyID=16671
2019-07-11,MARKET LATEST: NZUs $23.10,https://www.carbonnews.co.nz/story.asp?storyID=16681
2019-07-12,MARKET LATEST: NZUs $23.05,https://www.carbonnews.co.nz/story.asp?storyID=16690
2019-07-15,MARKET LATEST: NZUs $22.90,https://www.carbonnews.co.nz/story.asp?storyID=16698
2019-07-16,MARKET LATEST: NZUs $22.95,https://www.carbonnews.co.nz/story.asp?storyID=16707
2019-07-17,MARKET LATEST: NZUs $23.00,https://www.carbonnews.co.nz/story.asp?storyID=16718
2019-07-18,MARKET LATEST: NZUs $23.10,https://www.carbonnews.co.nz/story.asp?storyID=16726
2019-07-19,MARKET LATEST: NZUs $23.22,https://www.carbonnews.co.nz/story.asp?storyID=16735
2019-07-22,MARKET LATEST: NZUs $23.10,https://www.carbonnews.co.nz/story.asp?storyID=16744
2019-07-23,MARKET LATEST: NZUs $23.10,https://www.carbonnews.co.nz/story.asp?storyID=16751
2019-07-24,MARKET LATEST: NZUs $23.07,https://www.carbonnews.co.nz/story.asp?storyID=16759
2019-07-25,MARKET LATEST: NZUs $23.10,https://www.carbonnews.co.nz/story.asp?storyID=16768
2019-07-26,MARKET LATEST: NZUs $23.15,https://www.carbonnews.co.nz/story.asp?storyID=16777
2019-07-29,MARKET LATEST: NZUs $23.30,https://www.carbonnews.co.nz/story.asp?storyID=16784
2019-07-30,MARKET LATEST: NZUs $23.50,https://www.carbonnews.co.nz/story.asp?storyID=16792
2019-07-31,MARKET LATEST: NZUs $23.60,https://www.carbonnews.co.nz/story.asp?storyID=16802
2019-08-01,MARKET LATEST: NZUs $23.85,https://www.carbonnews.co.nz/story.asp?storyID=16811
2019-08-02,MARKET LATEST: NZUs $23.72,https://www.carbonnews.co.nz/story.asp?storyID=16819
2019-08-05,MARKET LATEST: NZUs $23.90,https://www.carbonnews.co.nz/story.asp?storyID=16827
2019-08-06,MARKET LATEST: NZUs $23.70,https://www.carbonnews.co.nz/story.asp?storyID=16836
2019-08-07,MARKET LATEST: NZUs $23.65,https://www.carbonnews.co.nz/story.asp?storyID=16845
2019-08-08,MARKET LATEST: NZUs $23.70,https://www.carbonnews.co.nz/story.asp?storyID=16853
2019-08-09,MARKET LATEST: NZUs $23.90,https://www.carbonnews.co.nz/story.asp?storyID=16861
2019-08-12,MARKET LATEST: NZUs $24.15,https://www.carbonnews.co.nz/story.asp?storyID=16869
2019-08-13,MARKET LATEST: NZUs $24.35,https://www.carbonnews.co.nz/story.asp?storyID=16877
2019-08-14,MARKET LATEST: NZUs $24.35,https://www.carbonnews.co.nz/story.asp?storyID=16885
2019-08-15,MARKET LATEST: NZUs $24.35,https://www.carbonnews.co.nz/story.asp?storyID=16891
2019-08-16,MARKET LATEST: NZUs $24.30,https://www.carbonnews.co.nz/story.asp?storyID=16900
2019-08-19,MARKET LATEST: NZUs $24.30,https://www.carbonnews.co.nz/story.asp?storyID=16908
2019-08-20,MARKET LATEST: NZUs $24.35,https://www.carbonnews.co.nz/story.asp?storyID=16916
2019-08-21,MARKET LATEST: NZUs $24.30,https://www.carbonnews.co.nz/story.asp?storyID=16924
2019-08-22,MARKET LATEST: NZUs $24.25,https://www.carbonnews.co.nz/story.asp?storyID=16932
2019-08-23,MARKET LATEST: NZUs $24.40,https://www.carbonnews.co.nz/story.asp?storyID=16940
2019-08-26,MARKET LATEST: NZUs $24.60,https://www.carbonnews.co.nz/story.asp?storyID=16949
2019-08-27,MARKET LATEST: NZUs $24.60,https://www.carbonnews.co.nz/story.asp?storyID=16957
2019-08-28,MARKET LATEST: NZUs $24.70,https://www.carbonnews.co.nz/story.asp?storyID=16965
2019-08-29,MARKET LATEST: NZUs $24.62,https://www.carbonnews.co.nz/story.asp?storyID=16973
2019-08-30,MARKET LATEST: NZUs $24.75,https://www.carbonnews.co.nz/story.asp?storyID=16981
2019-09-02,MARKET LATEST: NZUs $24.85,https://www.carbonnews.co.nz/story.asp?storyID=16989
2019-09-03,MARKET LATEST: NZUs $24.88,https://www.carbonnews.co.nz/story.asp?storyID=16997
2019-09-04,MARKET LATEST: NZUs $25.00,https://www.carbonnews.co.nz/story.asp?storyID=17006
2019-09-05,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=17014
2019-09-06,MARKET LATEST: NZUs $25.07,https://www.carbonnews.co.nz/story.asp?storyID=17022
2019-09-09,MARKET LATEST: NZUs $25.05,https://www.carbonnews.co.nz/story.asp?storyID=17030
2019-09-10,MARKET LATEST: NZUs $25.00,https://www.carbonnews.co.nz/story.asp?storyID=17038
2019-09-11,MARKET LATEST: NZUs $24.90,https://www.carbonnews.co.nz/story.asp?storyID=17046
2019-09-12,MARKET LATEST: NZUs $24.85,https://www.carbonnews.co.nz/story.asp?storyID=17054
2019-09-13,MARKET LATEST: NZUs $24.82,https://www.carbonnews.co.nz/story.asp?storyID=17063
2019-09-16,MARKET LATEST: NZUs $24.80,https://www.carbonnews.co.nz/story.asp?storyID=17071
2019-09-17,MARKET LATEST: NZUs $24.75,https://www.carbonnews.co.nz/story.asp?storyID=17080
2019-09-18,MARKET LATEST: NZUs $24.75,https://www.carbonnews.co.nz/story.asp?storyID=17088
2019-09-19,MARKET LATEST: NZUs $24.85,https://www.carbonnews.co.nz/story.asp?storyID=17096
2019-09-20,MARKET LATEST: NZUs $25.00,https://www.carbonnews.co.nz/story.asp?storyID=17109
2019-09-23,MARKET LATEST: NZUs $24.97,https://www.carbonnews.co.nz/story.asp?storyID=17113
2019-09-24,MARKET LATEST: NZUs $24.95,https://www.carbonnews.co.nz/story.asp?storyID=17121
2019-09-25,MARKET LATEST: NZUs $24.95,https://www.carbonnews.co.nz/story.asp?storyID=17129
2019-09-26,MARKET LATEST: NZUs $24.85,https://www.carbonnews.co.nz/story.asp?storyID=17137
2019-09-27,MARKET LATEST: NZUs $24.85,https://www.carbonnews.co.nz/story.asp?storyID=17145
2019-09-30,MARKET LATEST: NZUs $24.85,https://www.carbonnews.co.nz/story.asp?storyID=17153
2019-10-01,MARKET LATEST: NZUs $24.85,https://www.carbonnews.co.nz/story.asp?storyID=17160
