date,headline,url
2016-05-12,MARKET LATEST: NZUs $14.47,https://www.carbonnews.co.nz/story.asp?storyID=10101
2016-05-13,MARKET LATEST: NZUs $14.40,https://www.carbonnews.co.nz/story.asp?storyID=10110
2016-05-16,MARKET LATEST: NZUs $14.30,https://www.carbonnews.co.nz/story.asp?storyID=10119
2016-05-17,MARKET LATEST: NZUs $14.30,https://www.carbonnews.co.nz/story.asp?storyID=10134
2016-05-18,MARKET LATEST: NZUs $14.25,https://www.carbonnews.co.nz/story.asp?storyID=10140
2016-05-19,MARKET LATEST: NZUs $14.05,https://www.carbonnews.co.nz/story.asp?storyID=10154
2016-05-20,MARKET LATEST: NZUs $14,https://www.carbonnews.co.nz/story.asp?storyID=10165
2016-05-23,MARKET LATEST: NZUs $13.97,https://www.carbonnews.co.nz/story.asp?storyID=10178
2016-05-24,MARKET LATEST: NZUs $14.15,https://www.carbonnews.co.nz/story.asp?storyID=10192
2016-05-25,MARKET LATEST: NZUs $14.10,https://www.carbonnews.co.nz/story.asp?storyID=10198
2016-05-26,MARKET LATEST: NZUs $14.20,https://www.carbonnews.co.nz/story.asp?storyID=10209
2016-05-27,MARKET LATEST: NZUs $15,https://www.carbonnews.co.nz/story.asp?storyID=10227
2016-05-30,MARKET LATEST: NZUs $15.05,https://www.carbonnews.co.nz/story.asp?storyID=10241
2016-05-31,MARKET LATEST: NZUs $15.15,https://www.carbonnews.co.nz/story.asp?storyID=10253
2016-06-01,MARKET LATEST: NZUs $15.25,https://www.carbonnews.co.nz/story.asp?storyID=10264
2016-06-02,MARKET LATEST: NZUs $15.55,https://www.carbonnews.co.nz/story.asp?storyID=10273
2016-06-03,MARKET LATEST: NZUs $15.75,https://www.carbonnews.co.nz/story.asp?storyID=10285
2016-06-07,MARKET LATEST: NZUs $16.20,https://www.carbonnews.co.nz/story.asp?storyID=10299
2016-06-08,MARKET LATEST: NZUs $16.40,https://www.carbonnews.co.nz/story.asp?storyID=10311
2016-06-09,MARKET LATEST: NZUs $16.65,https://www.carbonnews.co.nz/story.asp?storyID=10319
2016-06-10,MARKET LATEST: NZUs $16.67,https://www.carbonnews.co.nz/story.asp?storyID=10329
2016-06-13,MARKET LATEST: NZUs $16.65,https://www.carbonnews.co.nz/story.asp?storyID=10343
2016-06-14,MARKET LATEST: NZUs $16.85,https://www.carbonnews.co.nz/story.asp?storyID=10354
2016-06-15,MARKET LATEST: NZUs $17.05,https://www.carbonnews.co.nz/story.asp?storyID=10360
2016-06-16,MARKET LATEST: NZUs $17.25,https://www.carbonnews.co.nz/story.asp?storyID=10373
2016-06-17,MARKET LATEST: NZUs $17.30,https://www.carbonnews.co.nz/story.asp?storyID=10381
2016-06-20,MARKET LATEST: NZUs $17.80,https://www.carbonnews.co.nz/story.asp?storyID=10392
2016-06-21,MARKET LATEST: NZUs $18.10,https://www.carbonnews.co.nz/story.asp?storyID=10404
2016-06-22,MARKET LATEST: NZUs $18,https://www.carbonnews.co.nz/story.asp?storyID=10409
2016-06-23,MARKET LATEST: NZUs $18,https://www.carbonnews.co.nz/story.asp?storyID=10427
2016-06-24,MARKET LATEST: NZUs $17.95,https://www.carbonnews.co.nz/story.asp?storyID=10439
2016-06-27,MARKET LATEST: NZUs $18.05,https://www.carbonnews.co.nz/story.asp?storyID=10447
2016-06-28,MARKET LATEST: NZUs $18.05,https://www.carbonnews.co.nz/story.asp?storyID=10456
2016-06-29,MARKET LATEST: NZUs $17.85,https://www.carbonnews.co.nz/story.asp?storyID=10468
2016-06-30,MARKET LATEST: NZUs $17.75,https://www.carbonnews.co.nz/story.asp?storyID=10478
2016-07-01,MARKET LATEST: NZUs $17.85,https://www.carbonnews.co.nz/story.asp?storyID=10491
2016-07-04,MARKET LATEST: NZUs $17.75,https://www.carbonnews.co.nz/story.asp?storyID=10504
2016-07-05,MARKET LATEST: NZUs $17.75,https://www.carbonnews.co.nz/story.asp?storyID=10512
2016-07-06,MARKET LATEST: NZUs $17.72,https://www.carbonnews.co.nz/story.asp?storyID=10521
2016-07-07,MARKET LATEST: NZUs $17.77,https://www.carbonnews.co.nz/story.asp?storyID=10531
2016-07-08,MARKET LATEST: NZUs $18.05,https://www.carbonnews.co.nz/story.asp?storyID=10538
2016-07-11,MARKET LATEST: NZUs $17.95,https://www.carbonnews.co.nz/story.asp?storyID=10549
2016-07-12,MARKET LATEST: NZUs $17.97,https://www.carbonnews.co.nz/story.asp?storyID=10560
2016-07-13,MARKET LATEST: NZUs $17.95,https://www.carbonnews.co.nz/story.asp?storyID=10571
2016-07-14,MARKET LATEST: NZUs $17.95,https://www.carbonnews.co.nz/story.asp?storyID=10581
2016-07-15,MARKET LATEST: NZUs $17.90,https://www.carbonnews.co.nz/story.asp?storyID=10590
2016-07-18,MARKET LATEST: NZUs $17.95,https://www.carbonnews.co.nz/story.asp?storyID=10605
2016-07-19,MARKET LATEST: NZUs $17.90,https://www.carbonnews.co.nz/story.asp?storyID=10615
2016-07-20,MARKET LATEST: NZUs $18.05,https://www.carbonnews.co.nz/story.asp?storyID=10625
2016-07-21,MARKET LATEST: NZUs $18.02,https://www.carbonnews.co.nz/story.asp?storyID=10636
2016-07-22,MARKET LATEST: NZUs $18.10,https://www.carbonnews.co.nz/story.asp?storyID=10646
2016-07-25,MARKET LATEST: NZUs $18.15,https://www.carbonnews.co.nz/story.asp?storyID=10654
2016-07-26,MARKET LATEST: NZUs $18.17,https://www.carbonnews.co.nz/story.asp?storyID=10668
2016-07-27,MARKET LATEST: NZUs $18.17,https://www.carbonnews.co.nz/story.asp?storyID=10678
2016-07-28,MARKET LATEST: NZUs $18.07,https://www.carbonnews.co.nz/story.asp?storyID=10687
2016-07-29,MARKET LATEST: NZUs 18.07,https://www.carbonnews.co.nz/story.asp?storyID=10697
2016-08-01,MARKET LATEST: NZUs $18.07,https://www.carbonnews.co.nz/story.asp?storyID=10707
2016-08-02,MARKET LATEST: NZUs $18.05,https://www.carbonnews.co.nz/story.asp?storyID=10714
2016-08-03,MARKET LATEST: NZUs $18.05,https://www.carbonnews.co.nz/story.asp?storyID=10728
2016-08-04,MARKET LATEST: NZUs $17.97,https://www.carbonnews.co.nz/story.asp?storyID=10737
2016-08-05,MARKET LATEST: NZUs $17.95,https://www.carbonnews.co.nz/story.asp?storyID=10747
2016-08-08,MARKET LATEST: NZUs $17.80,https://www.carbonnews.co.nz/story.asp?storyID=10755
2016-08-09,MARKET LATEST: NZUs $17.75,https://www.carbonnews.co.nz/story.asp?storyID=10772
2016-08-10,MARKET LATEST: NZUs $17.75,https://www.carbonnews.co.nz/story.asp?storyID=10778
2016-08-11,MARKET LATEST: NZUs $17.60,https://www.carbonnews.co.nz/story.asp?storyID=10789
2016-08-12,MARKET LATEST: NZUs $17.50,https://www.carbonnews.co.nz/story.asp?storyID=10801
2016-08-15,MARKET LATEST: NZUs $17.55,https://www.carbonnews.co.nz/story.asp?storyID=10811
2016-08-16,MARKET LATEST: NZUs $17.55,https://www.carbonnews.co.nz/story.asp?storyID=10818
2016-08-17,MARKET LATEST: NZUs $17.60,https://www.carbonnews.co.nz/story.asp?storyID=10830
2016-08-18,MARKET LATEST: NZUs $17.70,https://www.carbonnews.co.nz/story.asp?storyID=10837
2016-08-19,MARKET LATEST: NZUs $17.90,https://www.carbonnews.co.nz/story.asp?storyID=10848
2016-08-22,MARKET LATEST: NZUs $17.97,https://www.carbonnews.co.nz/story.asp?storyID=10855
2016-08-23,MARKET LATEST: NZUs $18.05,https://www.carbonnews.co.nz/story.asp?storyID=10866
2016-08-24,MARKET LATEST: NZUs $18,https://www.carbonnews.co.nz/story.asp?storyID=10877
2016-08-25,MARKET LATEST: NZUs $18.05,https://www.carbonnews.co.nz/story.asp?storyID=10886
2016-08-26,MARKET LATEST: NZUs $18.07,https://www.carbonnews.co.nz/story.asp?storyID=10895
2016-08-29,MARKET LATEST: NZUs $18.20,https://www.carbonnews.co.nz/story.asp?storyID=10905
2016-08-30,MARKET LATEST: NZUs $18.25,https://www.carbonnews.co.nz/story.asp?storyID=10914
2016-08-31,MARKET LATEST: NZUs $18.25,https://www.carbonnews.co.nz/story.asp?storyID=10925
2016-09-01,MARKET LATEST: NZUs $18.30,https://www.carbonnews.co.nz/story.asp?storyID=10935
2016-09-02,MARKET LATEST: NZUs $18.75,https://www.carbonnews.co.nz/story.asp?storyID=10944
2016-09-05,MARKET LATEST: NZUs $18.75,https://www.carbonnews.co.nz/story.asp?storyID=10958
2016-09-06,MARKET LATEST: NZUs $18.70,https://www.carbonnews.co.nz/story.asp?storyID=10970
2016-09-07,MARKET LATEST: NZUs $18.80,https://www.carbonnews.co.nz/story.asp?storyID=10982
2016-09-08,MARKET LATEST: NZUs $18.85,https://www.carbonnews.co.nz/story.asp?storyID=10989
2016-09-09,MARKET LATEST: NZUs $18.90,https://www.carbonnews.co.nz/story.asp?storyID=11001
2016-09-12,MARKET LATEST: NZUs $18.80,https://www.carbonnews.co.nz/story.asp?storyID=11009
2016-09-13,MARKET LATEST: NZUs $18.90,https://www.carbonnews.co.nz/story.asp?storyID=11026
2016-09-14,MARKET LATEST: NZUs $18.82,https://www.carbonnews.co.nz/story.asp?storyID=11036
2016-09-15,MARKET LATEST: NZUs $18.80,https://www.carbonnews.co.nz/story.asp?storyID=11045
2016-09-16,MARKET LATEST: NZUs $18.80,https://www.carbonnews.co.nz/story.asp?storyID=11056
2016-09-19,MARKET LATEST: NZUs $18.80,https://www.carbonnews.co.nz/story.asp?storyID=11067
2016-09-20,MARKET LATEST: NZUs $18.75,https://www.carbonnews.co.nz/story.asp?storyID=11075
2016-09-21,MARKET LATEST: NZUs $18.85,https://www.carbonnews.co.nz/story.asp?storyID=11089
2016-09-22,MARKET LATEST: NZUs $18.85,https://www.carbonnews.co.nz/story.asp?storyID=11099
2016-09-23,MARKET LATEST: NZUs $18.85,https://www.carbonnews.co.nz/story.asp?storyID=11111
2016-09-26,MARKET LATEST: NZUs $18.85,https://www.carbonnews.co.nz/story.asp?storyID=11118
2016-09-27,MARKET LATEST: NZUs $18.85,https://www.carbonnews.co.nz/story.asp?storyID=11138
2016-09-28,MARKET LATEST: NZUs $18.80,https://www.carbonnews.co.nz/story.asp?storyID=11148
2016-09-29,MARKET LATEST: NZUs $18.82,https://www.carbonnews.co.nz/story.asp?storyID=11159
2016-09-30,MARKET LATEST: NZUs $18.82,https://www.carbonnews.co.nz/story.asp?storyID=11171
2016-10-03,MARKET LATEST: NZUs $18.80,https://www.carbonnews.co.nz/story.asp?storyID=11180
2016-10-04,MARKET LATEST: NZUs $18.80,https://www.carbonnews.co.nz/story.asp?storyID=11191
2016-10-05,MARKET LATEST: NZUs $18.75,https://www.carbonnews.co.nz/story.asp?storyID=11197
2016-10-06,MARKET LATEST: NZUs $18.80,https://www.carbonnews.co.nz/story.asp?storyID=11207
2016-10-07,MARKET LATEST: NZUs $18.85,https://www.carbonnews.co.nz/story.asp?storyID=11213
2016-10-10,MARKET LATEST: NZUs $18.85,https://www.carbonnews.co.nz/story.asp?storyID=11231
2016-10-11,MARKET LATEST: NZUs $18.80,https://www.carbonnews.co.nz/story.asp?storyID=11241
2016-10-12,MARKET LATEST: NZUs $18.85,https://www.carbonnews.co.nz/story.asp?storyID=11250
2016-10-13,MARKET LATEST: NZUs $18.87,https://www.carbonnews.co.nz/story.asp?storyID=11260
2016-10-14,MARKET LATEST: NZUs $18.80,https://www.carbonnews.co.nz/story.asp?storyID=11269
2016-10-17,MARKET LATEST: NZUs $18.90,https://www.carbonnews.co.nz/story.asp?storyID=11278
2016-10-18,MARKET LATEST: NZUs $18.87,https://www.carbonnews.co.nz/story.asp?storyID=11288
2016-10-19,MARKET LATEST: NZUs $18.85,https://www.carbonnews.co.nz/story.asp?storyID=11300
2016-10-20,MARKET LATEST: NZUs $18.82,https://www.carbonnews.co.nz/story.asp?storyID=11312
2016-10-21,MARKET LATEST: NZUs $18.70,https://www.carbonnews.co.nz/story.asp?storyID=11321
2016-10-25,MARKET LATEST: NZUs $18.85,https://www.carbonnews.co.nz/story.asp?storyID=11331
2016-10-26,MARKET LATEST: NZUs $18.75,https://www.carbonnews.co.nz/story.asp?storyID=11343
2016-10-27,MARKET LATEST: NZUs $18.70,https://www.carbonnews.co.nz/story.asp?storyID=11355
2016-10-28,MARKET LATEST: NZUs $18.60,https://www.carbonnews.co.nz/story.asp?storyID=11362
2016-10-31,MARKET LATEST: NZUs $18.65,https://www.carbonnews.co.nz/story.asp?storyID=11367
2016-11-01,MARKET LATEST: NZUs $18.50,https://www.carbonnews.co.nz/story.asp?storyID=11381
2016-11-02,MARKET LATEST: NZUs $18.52,https://www.carbonnews.co.nz/story.asp?storyID=11396
2016-11-03,MARKET LATEST: NZUs $18.45,https://www.carbonnews.co.nz/story.asp?storyID=11406
2016-11-04,MARKET LATEST: NZUs $18.55,https://www.carbonnews.co.nz/story.asp?storyID=11414
2016-11-07,MARKET LATEST: NZUs $18.50,https://www.carbonnews.co.nz/story.asp?storyID=11427
2016-11-08,MARKET LATEST: NZUs $18.50,https://www.carbonnews.co.nz/story.asp?storyID=11435
2016-11-09,MARKET LATEST: NZUs $18.40,https://www.carbonnews.co.nz/story.asp?storyID=11447
2016-11-10,MARKET LATEST: NZUs $18.55,https://www.carbonnews.co.nz/story.asp?storyID=11456
2016-11-11,MARKET LATEST: NZUs $18.55,https://www.carbonnews.co.nz/story.asp?storyID=11464
2016-11-14,MARKET LATEST: NZUs $18.50,https://www.carbonnews.co.nz/story.asp?storyID=11472
2016-11-15,MARKET LATEST: NZUs $18.40,https://www.carbonnews.co.nz/story.asp?storyID=11485
2016-11-16,MARKET LATEST: NZUs $18.25,https://www.carbonnews.co.nz/story.asp?storyID=11493
2016-11-18,MARKET LATEST: NZUs $18,https://www.carbonnews.co.nz/story.asp?storyID=11510
2016-11-21,MARKET LATEST: NZUs $17.35,https://www.carbonnews.co.nz/story.asp?storyID=11522
2016-11-22,MARKET LATEST: NZUs $17.30,https://www.carbonnews.co.nz/story.asp?storyID=11528
2016-11-23,MARKET LATEST: NZUs $17,https://www.carbonnews.co.nz/story.asp?storyID=11540
2016-11-24,MARKET LATEST: NZUs $17.15,https://www.carbonnews.co.nz/story.asp?storyID=11549
2016-11-25,MARKET LATEST: NZUs $17.30,https://www.carbonnews.co.nz/story.asp?storyID=11556
2016-11-28,MARKET LATEST: NZUs $17.50,https://www.carbonnews.co.nz/story.asp?storyID=11565
2016-11-29,MARKET LATEST: NZUs $17.50,https://www.carbonnews.co.nz/story.asp?storyID=11578
2016-11-30,MARKET LATEST: NZUs $17.50,https://www.carbonnews.co.nz/story.asp?storyID=11584
2016-12-01,MARKET LATEST: NZUs $17.42,https://www.carbonnews.co.nz/story.asp?storyID=11592
2016-12-02,MARKET LATEST: NZUs $17.70,https://www.carbonnews.co.nz/story.asp?storyID=11602
2016-12-05,MARKET LATEST: NZUs $17.70,https://www.carbonnews.co.nz/story.asp?storyID=11615
2016-12-06,MARKET MOVES: NZUs $17.75,https://www.carbonnews.co.nz/story.asp?storyID=11621
2016-12-07,MARKET MOVES: NZUs $17.70,https://www.carbonnews.co.nz/story.asp?storyID=11631
2016-12-08,MARKET MOVES: NZUs $17.75,https://www.carbonnews.co.nz/story.asp?storyID=11638
2016-12-09,MARKET MOVES: NZUs $17.65,https://www.carbonnews.co.nz/story.asp?storyID=11652
2016-12-13,MARKET MOVES: NZUs $17.55,https://www.carbonnews.co.nz/story.asp?storyID=11665
2016-12-14,MARKET MOVES: NZUs $17.40,https://www.carbonnews.co.nz/story.asp?storyID=11677
2016-12-15,MARKET MOVES: NZUs $17.20,https://www.carbonnews.co.nz/story.asp?storyID=11690
2016-12-16,MARKET MOVES: NZUs $17.40,https://www.carbonnews.co.nz/story.asp?storyID=11698
2016-12-19,MARKET MOVES: NZUs $17,https://www.carbonnews.co.nz/story.asp?storyID=11709
2016-12-20,MARKET LATEST: NZUs $17,https://www.carbonnews.co.nz/story.asp?storyID=11714
2016-12-21,MARKET LATEST: NZUs $17.05,https://www.carbonnews.co.nz/story.asp?storyID=11725
2017-01-24,MARKET LATEST: NZUs $17.20,https://www.carbonnews.co.nz/story.asp?storyID=11739
2017-01-25,MARKET LATEST: NZUs $17.10,https://www.carbonnews.co.nz/story.asp?storyID=11744
2017-01-26,MARKET LATEST: NZUs $17.12,https://www.carbonnews.co.nz/story.asp?storyID=11758
2017-01-27,MARKET LATEST: NZUs $17.12,https://www.carbonnews.co.nz/story.asp?storyID=11767
2017-01-31,MARKET LATEST: NZUs $16.90,https://www.carbonnews.co.nz/story.asp?storyID=11775
2017-02-01,MARKET LATEST: NZUs $16.90,https://www.carbonnews.co.nz/story.asp?storyID=11784
2017-02-02,MARKET LATEST: NZUs $17,https://www.carbonnews.co.nz/story.asp?storyID=11794
2017-02-03,MARKET LATEST: NZUs $16.97,https://www.carbonnews.co.nz/story.asp?storyID=11802
2017-02-07,MARKET LATEST: NZUs $17.10,https://www.carbonnews.co.nz/story.asp?storyID=11813
2017-02-08,MARKET LATEST: NZUs $17.15,https://www.carbonnews.co.nz/story.asp?storyID=11825
2017-02-09,MARKET LATEST: NZUs $17.25,https://www.carbonnews.co.nz/story.asp?storyID=11831
2017-02-10,MARKET LATEST: NZUs $17.50,https://www.carbonnews.co.nz/story.asp?storyID=11843
2017-02-13,MARKET LATEST: NZUs $17.60,https://www.carbonnews.co.nz/story.asp?storyID=11852
2017-02-14,MARKET LATEST: NZUs $17.65,https://www.carbonnews.co.nz/story.asp?storyID=11861
2017-02-15,MARKET LATEST: NZUs $18.05,https://www.carbonnews.co.nz/story.asp?storyID=11869
2017-02-16,MARKET LATEST: NZUs $18.05,https://www.carbonnews.co.nz/story.asp?storyID=11877
2017-02-17,MARKET LATEST: NZUs $18.05,https://www.carbonnews.co.nz/story.asp?storyID=11885
2017-02-20,MARKET LATEST: NZUs $18.05,https://www.carbonnews.co.nz/story.asp?storyID=11898
2017-02-21,MARKET LATEST: NZUs $18.05,https://www.carbonnews.co.nz/story.asp?storyID=11910
2017-02-22,MARKET LATEST: NZUs $18.07,https://www.carbonnews.co.nz/story.asp?storyID=11916
2017-02-23,MARKET LATEST: NZUs $18.07,https://www.carbonnews.co.nz/story.asp?storyID=11924
2017-02-24,MARKET LATEST: NZUs $18.05,https://www.carbonnews.co.nz/story.asp?storyID=11935
2017-02-27,MARKET LATEST: NZUs $18,https://www.carbonnews.co.nz/story.asp?storyID=11944
2017-02-28,MARKET LATEST: NZUs $18.05,https://www.carbonnews.co.nz/story.asp?storyID=11950
2017-03-01,MARKET REPORT: NZUs $18.05,https://www.carbonnews.co.nz/story.asp?storyID=11963
2017-03-02,MARKET LATEST: NZUs $17.80,https://www.carbonnews.co.nz/story.asp?storyID=11969
2017-03-03,MARKET LATEST: NZUs $17.90,https://www.carbonnews.co.nz/story.asp?storyID=11978
2017-03-06,MARKET LATEST: NZUs $17.80,https://www.carbonnews.co.nz/story.asp?storyID=11988
2017-03-07,MARKET LATEST: NZUs $17.90,https://www.carbonnews.co.nz/story.asp?storyID=11996
2017-03-08,MARKET LATEST: NZUs $17.82,https://www.carbonnews.co.nz/story.asp?storyID=12006
2017-03-09,MARKET LATEST: NZUs $17.90,https://www.carbonnews.co.nz/story.asp?storyID=12015
2017-03-10,MARKET LATEST: NZUs $17.85,https://www.carbonnews.co.nz/story.asp?storyID=12022
2017-03-13,MARKET LATEST: NZUs $17.85,https://www.carbonnews.co.nz/story.asp?storyID=12028
2017-03-14,MARKET LATEST: NZUs $17.80,https://www.carbonnews.co.nz/story.asp?storyID=12040
2017-03-15,MARKET LATEST: NZUs $17.70,https://www.carbonnews.co.nz/story.asp?storyID=12047
2017-03-16,MARKET LATEST: NZUs $17.55,https://www.carbonnews.co.nz/story.asp?storyID=12054
2017-03-17,MARKET LATEST: NZUs $17.30,https://www.carbonnews.co.nz/story.asp?storyID=12063
2017-03-20,MARKET LATEST: NZUs $17.15,https://www.carbonnews.co.nz/story.asp?storyID=12073
2017-03-21,MARKET LATEST: NZUs $17,https://www.carbonnews.co.nz/story.asp?storyID=12078
2017-03-22,MARKET LATEST: NZUs $17,https://www.carbonnews.co.nz/story.asp?storyID=12093
2017-03-23,MARKET LATEST: NZUs $17.10,https://www.carbonnews.co.nz/story.asp?storyID=12098
2017-03-24,MARKET LATEST: NZUs $17.20,https://www.carbonnews.co.nz/story.asp?storyID=12106
2017-03-27,MARKET LATEST: NZUs $17.17,https://www.carbonnews.co.nz/story.asp?storyID=12113
2017-03-28,MARKET LATEST: NZUs $17.12,https://www.carbonnews.co.nz/story.asp?storyID=12122
2017-03-29,MARKET LATEST: NZUs $17.15,https://www.carbonnews.co.nz/story.asp?storyID=12134
2017-03-30,MARKET LATEST: NZUs $17.20,https://www.carbonnews.co.nz/story.asp?storyID=12141
2017-03-31,MARKET LATEST: NZUs $17.20,https://www.carbonnews.co.nz/story.asp?storyID=12152
2017-04-03,MARKET LATEST: NZUs $17.25,https://www.carbonnews.co.nz/story.asp?storyID=12157
2017-04-04,MARKET LATEST: NZUs $17.50,https://www.carbonnews.co.nz/story.asp?storyID=12172
2017-04-05,MARKET LATEST: NZUs $17.55,https://www.carbonnews.co.nz/story.asp?storyID=12177
2017-04-06,MARKET LATEST: NZUs $17.70,https://www.carbonnews.co.nz/story.asp?storyID=12190
2017-04-07,MARKET LATEST: NZUs $17.70,https://www.carbonnews.co.nz/story.asp?storyID=12196
2017-04-10,MARKET LATEST: NZUs $17.65,https://www.carbonnews.co.nz/story.asp?storyID=12207
2017-04-11,MARKET LATEST: NZUs $17.60,https://www.carbonnews.co.nz/story.asp?storyID=12215
2017-04-12,MARKET LATEST: NZUs $17.50,https://www.carbonnews.co.nz/story.asp?storyID=12224
2017-04-13,MARKET LATEST: NZUs $17.40,https://www.carbonnews.co.nz/story.asp?storyID=12235
2017-04-18,MARKET LATEST: NZUs $17.20,https://www.carbonnews.co.nz/story.asp?storyID=12240
2017-04-19,MARKET LATEST: NZUs $17.20,https://www.carbonnews.co.nz/story.asp?storyID=12249
2017-04-20,MARKET LATEST: NZUs $17.25,https://www.carbonnews.co.nz/story.asp?storyID=12264
2017-04-21,MARKET LATEST: NZUs $17.30,https://www.carbonnews.co.nz/story.asp?storyID=12269
2017-04-26,MARKET LATEST: NZUs $17.20,https://www.carbonnews.co.nz/story.asp?storyID=12283
2017-04-27,MARKET LATEST: NZUs $17.15,https://www.carbonnews.co.nz/story.asp?storyID=12289
2017-04-28,MARKET LATEST: NZUs $17.15,https://www.carbonnews.co.nz/story.asp?storyID=12300
2017-05-01,MARKET REPORT: NZUs $17.15,https://www.carbonnews.co.nz/story.asp?storyID=12309
2017-05-02,MARKET LATEST: NZUs $17.30,https://www.carbonnews.co.nz/story.asp?storyID=12315
2017-05-03,MARKET LATEST: NZUs $17.30,https://www.carbonnews.co.nz/story.asp?storyID=12323
2017-05-04,MARKET LATEST: NZUs $17.20,https://www.carbonnews.co.nz/story.asp?storyID=12331
2017-05-05,MARKET LATEST: NZUs $17.15,https://www.carbonnews.co.nz/story.asp?storyID=12344
2017-05-08,MARKET LATEST: NZUs $17.24,https://www.carbonnews.co.nz/story.asp?storyID=12350
2017-05-09,MARKET LATEST: NZUs $17.15,https://www.carbonnews.co.nz/story.asp?storyID=12362
2017-05-10,MARKET LATEST: NZUs $17.15,https://www.carbonnews.co.nz/story.asp?storyID=12371
2017-05-11,MARKET LATEST: NZUs $17.10,https://www.carbonnews.co.nz/story.asp?storyID=12381
2017-05-12,MARKET LATEST: NZUs $17.10,https://www.carbonnews.co.nz/story.asp?storyID=12391
2017-05-15,MARKET LATEST: NZUs $17.07,https://www.carbonnews.co.nz/story.asp?storyID=12400
2017-05-16,MARKET LATEST: NZUs $17.10,https://www.carbonnews.co.nz/story.asp?storyID=12406
2017-05-17,MARKET LATEST: NZUs $17,https://www.carbonnews.co.nz/story.asp?storyID=12421
2017-05-18,MARKET LATEST: NZUs $17,https://www.carbonnews.co.nz/story.asp?storyID=12424
2017-05-19,MARKET LATEST: NZUs $16.95,https://www.carbonnews.co.nz/story.asp?storyID=12434
2017-05-22,MARKET LATEST: NZUs $16.95,https://www.carbonnews.co.nz/story.asp?storyID=12442
2017-05-23,MARKET LATEST: NZUs $17,https://www.carbonnews.co.nz/story.asp?storyID=12453
2017-05-24,MARKET LATEST: NZUs $16.80,https://www.carbonnews.co.nz/story.asp?storyID=12460
2017-05-25,MARKET LATEST: NZUs $16.75,https://www.carbonnews.co.nz/story.asp?storyID=12468
2017-05-26,MARKET LATEST: NZUs $16.45,https://www.carbonnews.co.nz/story.asp?storyID=12476
2017-05-29,MARKET LATEST: NZUs $16.57,https://www.carbonnews.co.nz/story.asp?storyID=12482
2017-05-30,MARKET LATEST: NZUs $16.57,https://www.carbonnews.co.nz/story.asp?storyID=12494
2017-05-31,MARKET LATEST: NZUs $16.80,https://www.carbonnews.co.nz/story.asp?storyID=12504
2017-06-01,MARKET LATEST: NZUs $16.80,https://www.carbonnews.co.nz/story.asp?storyID=12513
2017-06-02,MARKET LATEST: NZUs $16.77,https://www.carbonnews.co.nz/story.asp?storyID=12523
2017-06-06,MARKET LATEST: NZUs $16.70,https://www.carbonnews.co.nz/story.asp?storyID=12531
2017-06-07,MARKET LATEST: NZUs $16.50,https://www.carbonnews.co.nz/story.asp?storyID=12543
2017-06-08,MARKET LATEST: NZUs $16.57,https://www.carbonnews.co.nz/story.asp?storyID=12552
2017-06-09,MARKET LATEST: NZUs $16.57,https://www.carbonnews.co.nz/story.asp?storyID=12555
2017-06-12,MARKET LATEST: NZUs $16.50,https://www.carbonnews.co.nz/story.asp?storyID=12571
2017-06-13,MARKET LATEST: NZUs $16.50,https://www.carbonnews.co.nz/story.asp?storyID=12576
2017-06-14,MARKET LATEST: NZUs $16.60,https://www.carbonnews.co.nz/story.asp?storyID=12587
2017-06-15,MARKET LATEST: NZUs $16.52,https://www.carbonnews.co.nz/story.asp?storyID=12598
2017-06-16,MARKET LATEST: NZUs $16.52,https://www.carbonnews.co.nz/story.asp?storyID=12605
2017-06-19,MARKET LATEST: NZUs $16.55,https://www.carbonnews.co.nz/story.asp?storyID=12612
2017-06-20,MARKET LATEST: NZUs $16.47,https://www.carbonnews.co.nz/story.asp?storyID=12622
2017-06-21,MARKET LATEST: NZUs $16.35,https://www.carbonnews.co.nz/story.asp?storyID=12635
2017-06-22,MARKET LATEST: NZUs $16.50,https://www.carbonnews.co.nz/story.asp?storyID=12646
2017-06-23,MARKET LATEST: NZUs $16.50,https://www.carbonnews.co.nz/story.asp?storyID=12656
2017-06-26,MARKET LATEST: NZUs $16.50,https://www.carbonnews.co.nz/story.asp?storyID=12661
2017-06-27,MARKET LATEST: NZUs $16.50,https://www.carbonnews.co.nz/story.asp?storyID=12673
2017-06-28,MARKET LATEST: NZUs $6.80,https://www.carbonnews.co.nz/story.asp?storyID=12680
2017-06-29,MARKET LATEST: NZUs $17.05,https://www.carbonnews.co.nz/story.asp?storyID=12691
2017-06-30,MARKET LATEST: NZUs $17.10,https://www.carbonnews.co.nz/story.asp?storyID=12695
2017-07-03,MARKET LATEST: NZUs $17.20,https://www.carbonnews.co.nz/story.asp?storyID=12710
2017-07-04,MARKET LATEST: NZUs $17.20,https://www.carbonnews.co.nz/story.asp?storyID=12721
2017-07-05,MARKET LATEST: NZUs $17.20,https://www.carbonnews.co.nz/story.asp?storyID=12726
2017-07-06,MARKET LATEST: NZUs $17.25,https://www.carbonnews.co.nz/story.asp?storyID=12735
2017-07-07,MARKET LATEST: NZUs $17.30,https://www.carbonnews.co.nz/story.asp?storyID=12745
2017-07-10,MARKET LATEST: NZUs $17.35,https://www.carbonnews.co.nz/story.asp?storyID=12755
