date,price,url
2015-08-03,6.85,https://www.carbonnews.co.nz/story.asp?storyID=8919
2015-08-04,6.95,https://www.carbonnews.co.nz/story.asp?storyID=8926
2015-08-06,6.9,https://www.carbonnews.co.nz/story.asp?storyID=8928
2015-08-07,7.0,https://www.carbonnews.co.nz/story.asp?storyID=8929
2015-08-10,6.8,https://www.carbonnews.co.nz/story.asp?storyID=8943
2015-08-11,6.85,https://www.carbonnews.co.nz/story.asp?storyID=8947
2015-08-13,6.85,https://www.carbonnews.co.nz/story.asp?storyID=8949
2015-08-14,6.9,https://www.carbonnews.co.nz/story.asp?storyID=8953
2015-08-17,6.9,https://www.carbonnews.co.nz/story.asp?storyID=8969
2015-08-19,6.8,https://www.carbonnews.co.nz/story.asp?storyID=8971
2015-08-20,6.9,https://www.carbonnews.co.nz/story.asp?storyID=8972
2015-08-21,6.9,https://www.carbonnews.co.nz/story.asp?storyID=8973
2015-08-25,6.8,https://www.carbonnews.co.nz/story.asp?storyID=8990
2015-08-26,6.8,https://www.carbonnews.co.nz/story.asp?storyID=8991
2015-08-28,6.7,https://www.carbonnews.co.nz/story.asp?storyID=8992
2015-09-01,6.8,https://www.carbonnews.co.nz/story.asp?storyID=9011
2015-09-02,6.85,https://www.carbonnews.co.nz/story.asp?storyID=9010
2015-09-04,6.8,https://www.carbonnews.co.nz/story.asp?storyID=9013
2015-09-07,6.0,https://www.carbonnews.co.nz/story.asp?storyID=9028
2015-09-09,6.0,https://www.carbonnews.co.nz/story.asp?storyID=9035
2015-09-10,6.85,https://www.carbonnews.co.nz/story.asp?storyID=9036
2015-09-11,6.7,https://www.carbonnews.co.nz/story.asp?storyID=9038
2015-09-14,6.7,https://www.carbonnews.co.nz/story.asp?storyID=9054
2015-09-15,6.75,https://www.carbonnews.co.nz/story.asp?storyID=9055
2015-09-16,6.75,https://www.carbonnews.co.nz/story.asp?storyID=9056
2015-09-21,6.7,https://www.carbonnews.co.nz/story.asp?storyID=9082
2015-09-22,6.67,https://www.carbonnews.co.nz/story.asp?storyID=9083
2015-09-23,6.57,https://www.carbonnews.co.nz/story.asp?storyID=9084
2015-09-24,6.5,https://www.carbonnews.co.nz/story.asp?storyID=9088
2015-09-28,6.7,https://www.carbonnews.co.nz/story.asp?storyID=9100
2015-09-29,6.65,https://www.carbonnews.co.nz/story.asp?storyID=9105
2015-09-30,6.67,https://www.carbonnews.co.nz/story.asp?storyID=9106
2015-10-01,6.75,https://www.carbonnews.co.nz/story.asp?storyID=9109
2015-10-02,6.55,https://www.carbonnews.co.nz/story.asp?storyID=9110
2015-10-05,6.75,https://www.carbonnews.co.nz/story.asp?storyID=9127
2015-10-06,6.8,https://www.carbonnews.co.nz/story.asp?storyID=9131
2015-10-07,6.75,https://www.carbonnews.co.nz/story.asp?storyID=9132
2015-10-08,6.75,https://www.carbonnews.co.nz/story.asp?storyID=9133
2015-10-13,6.82,https://www.carbonnews.co.nz/story.asp?storyID=9151
2015-10-14,7.0,https://www.carbonnews.co.nz/story.asp?storyID=9152
2015-10-15,6.9,https://www.carbonnews.co.nz/story.asp?storyID=9153
2015-10-16,6.9,https://www.carbonnews.co.nz/story.asp?storyID=9155
2015-10-19,6.9,https://www.carbonnews.co.nz/story.asp?storyID=9162
2015-10-20,6.9,https://www.carbonnews.co.nz/story.asp?storyID=9170
2015-10-21,6.9,https://www.carbonnews.co.nz/story.asp?storyID=9175
2015-10-22,7.05,https://www.carbonnews.co.nz/story.asp?storyID=9176
2015-10-27,7.05,https://www.carbonnews.co.nz/story.asp?storyID=9192
2015-10-28,7.0,https://www.carbonnews.co.nz/story.asp?storyID=9196
2015-10-29,7.1,https://www.carbonnews.co.nz/story.asp?storyID=9197
2015-10-30,7.02,https://www.carbonnews.co.nz/story.asp?storyID=9198
2015-11-02,7.1,https://www.carbonnews.co.nz/story.asp?storyID=9208
